Read Group Name GATK,Paivi Sample Name for Libraries
P2_BC31_sorted_rg,EU-18-3
P2_BC32_sorted_rg,EU-18-1
P2_BC33_sorted_rg,CU-32-1
P2_BC34_sorted_rg,CL-31-2
P2_BC35_sorted_rg,AU-14-3
P2_BC36_sorted_rg,AL-8-1
P2_BC37_sorted_rg,EL-21-1
P2_BC38_sorted_rg,CL-62-2
P2_BC39_sorted_rg,CL-7-2
P2_BC3_sorted_rg,CL-50-1
P2_BC40_sorted_rg,EU-33-2
P2_BC41_sorted_rg,CU-60-2
P2_BC42_sorted_rg,EL-93-2
P2_BC43_sorted_rg,AU-13-1
P2_BC44_sorted_rg,EL-19-3
P2_BC45_sorted_rg,AU-32-4
P2_BC46_sorted_rg,AL-5-5
P2_BC47_sorted_rg,AU-26-5
P2_BC48_sorted_rg,EU-5-2
P2_BC4_sorted_rg,AU-4-3
P2_BC5_sorted_rg,EU-80-1
P2_BC6_sorted_rg,EU-37-1
P2_BC7_sorted_rg,AU-1-4
P2_BC8_sorted_rg,AU-22-5
P2_BC9_sorted_rg,AU-13-8
P3_BC10_sorted_rg,EU-82-2
P3_BC11_sorted_rg,AL-5-1
P3_BC12_sorted_rg,EL-24-3
P3_BC13_sorted_rg,CL-23-1
P3_BC14_sorted_rg,CL-28-3
P3_BC15_sorted_rg,AU-29-4
P3_BC16_sorted_rg,EL-16-1
P3_BC17_sorted_rg,EU-69-1
P3_BC18_sorted_rg,AL-8-5
P3_BC19_sorted_rg,EL-2-1
P3_BC1_sorted_rg,CU-63-1
P3_BC20_sorted_rg,EU-3-2
P3_BC21_sorted_rg,CL-29-2
P3_BC22_sorted_rg,EU-1-3
P3_BC23_sorted_rg,CU-15-1
P3_BC24_sorted_rg,CL-64-1
P3_BC25_sorted_rg,EL-25-2
P3_BC26_sorted_rg,CL-43-1
P3_BC27_sorted_rg,EL-1-2
P3_BC28_sorted_rg,EU-92-1
P3_BC29_sorted_rg,EL-64-1
P3_BC2_sorted_rg,EL-28-1
P3_BC30_sorted_rg,EL-30-1
P3_BC31_sorted_rg,EU-14-1
P3_BC32_sorted_rg,CL-66-2
P3_BC33_sorted_rg,EL-1-1
P3_BC34_sorted_rg,AU-1-3
P3_BC35_sorted_rg,CL-16-2
P3_BC36_sorted_rg,EU-91-2
P3_BC37_sorted_rg,EL-63-1
P3_BC38_sorted_rg,AL-2-9
P3_BC39_sorted_rg,EU-31-1
P3_BC3_sorted_rg,CL-28-2
P3_BC40_sorted_rg,AU-9-8
P3_BC41_sorted_rg,CU-57-1
P3_BC42_sorted_rg,AU-12-8
P3_BC43_sorted_rg,EU-60-1
P3_BC44_sorted_rg,EU-26-2
P3_BC45_sorted_rg,EL-66-2
P3_BC46_sorted_rg,EU-93-1
P3_BC47_sorted_rg,EL-94-2
P3_BC48_sorted_rg,EU-24-2
P3_BC4_sorted_rg,EU-60-2
P3_BC5_sorted_rg,EL-8-1
P3_BC6_sorted_rg,EU-12-2
P3_BC7_sorted_rg,CU-2-2
P3_BC8_sorted_rg,AU-2-4
P3_BC9_sorted_rg,AL-2-6
P4_BC10_sorted_rg,CU-16-2
P4_BC11_sorted_rg,AL-4-4
P4_BC12_sorted_rg,CU-43-1
P4_BC13_sorted_rg,CU-50-2
P4_BC14_sorted_rg,OPN-10
P4_BC15_sorted_rg,CU-34-3
P4_BC16_sorted_rg,AU-16-4
P4_BC17_sorted_rg,EU-17-3
P4_BC18_sorted_rg,EU-22-1
P4_BC19_sorted_rg,AU-2-5
P4_BC1_sorted_rg,EU-61-2
P4_BC20_sorted_rg,AU-23-4
P4_BC21_sorted_rg,EL-29-1
P4_BC22_sorted_rg,AU-7-1
P4_BC23_sorted_rg,EU-35-2
P4_BC24_sorted_rg,CU-43-2
P4_BC25_sorted_rg,EU-80-2
P4_BC26_sorted_rg,CU-30-1
P4_BC27_sorted_rg,AU-24-1
P4_BC28_sorted_rg,EL-7-3
P4_BC29_sorted_rg,CL-16-3
P4_BC2_sorted_rg,CU-34-2
P4_BC30_sorted_rg,EL-7-1
P4_BC31_sorted_rg,EU-30-1
P4_BC32_sorted_rg,CL-19-2-G
P4_BC33_sorted_rg,CL-14-3
P4_BC34_sorted_rg,EL-13-1
P4_BC35_sorted_rg,AU-21-4
P4_BC36_sorted_rg,CU-61-1
P4_BC37_sorted_rg,EL-89-2
P4_BC38_sorted_rg,EL-6-3
P4_BC39_sorted_rg,AL-6-2
P4_BC3_sorted_rg,EU-24-3
P4_BC40_sorted_rg,CL-37-1
P4_BC41_sorted_rg,EU-28-1
P4_BC42_sorted_rg,AL-9-7
P4_BC43_sorted_rg,CU-40-2
P4_BC44_sorted_rg,CL-19-1
P4_BC45_sorted_rg,AU-6-7
P4_BC46_sorted_rg,AL-3-2
P4_BC47_sorted_rg,EL-17-2
P4_BC48_sorted_rg,CL-55-2
